target	level	topic	ruby	spanish	note
完璧	N3	educacion	[完璧|かんぺき]な[発音|はつおん]より、まず[伝|つた]わることを[目指|めざ]します。	Antes que una pronunciación perfecta, mi objetivo es hacerme entender.	完璧 significa sin defectos.
襲う	N3	cultura	[嵐|あらし]が[島|しま]を[襲|おそ]い、[船|ふね]が[出|だ]せなくなりました。	Una tormenta azotó la isla y los barcos ya no pudieron salir.	襲う se usa para ataques y fenómenos que golpean con fuerza.
審判	N3	ocio	[審判|しんぱん]の[笛|ふえ]で、[選手|せんしゅ]たちが[動|うご]きを[止|と]めました。	Al sonar el silbato del árbitro, los jugadores se detuvieron.	審判 es quien arbitra una competición.
そのうち	N4	vida_diaria	[今|いま]は[無理|むり]ですが、そのうち[遊|あそ]びに[行|い]きます。	Ahora no puedo, pero iré a visitarte en algún momento.	そのうち señala un futuro sin fecha concreta.
汚染	N3	educacion	[川|かわ]の[汚染|おせん]を[調|しら]べるため、[水|みず]を[採取|さいしゅ]しました。	Tomamos muestras de agua para investigar la contaminación del río.	汚染 es contaminación.
冷静	N3	vida_diaria	[警報|けいほう]が[鳴|な]っても、[案内|あんない][係|がかり]は[冷静|れいせい]でした。	Incluso cuando sonó la alarma, el personal de orientación mantuvo la calma.	冷静 describe serenidad para pensar y actuar.
血液	N3	vida_diaria	[検査|けんさ]のために、[少量|しょうりょう]の[血液|けつえき]を[採|と]りました。	Me extrajeron una pequeña cantidad de sangre para analizarla.	血液 es sangre, en registro médico o formal.
通勤	N4	trabajo	[通勤|つうきん]に[使|つか]う[道|みち]が、[来月|らいげつ]から[工事|こうじ]になります。	La carretera que uso para ir al trabajo estará en obras desde el mes que viene.	通勤 es el desplazamiento habitual al trabajo.
味わう	N3	comida	[果物|くだもの]そのものの[甘|あま]さを[味|あじ]わってください。	Saborea el dulzor propio de la fruta.	味わう es disfrutar o apreciar un sabor.
幅広い	N3	cultura	この[雑誌|ざっし]は[幅広|はばひろ]い[年代|ねんだい]に[読|よ]まれています。	Esta revista la leen personas de edades muy diversas.	幅広い expresa amplitud o diversidad.
意欲	N3	educacion	[小|ちい]さな[成功|せいこう]が、[次|つぎ]も[挑戦|ちょうせん]する[意欲|いよく]につながりました。	Un pequeño éxito me dio ganas de volver a intentarlo.	意欲 es motivación para emprender algo.
面積	N3	vida_diaria	[庭|にわ]の[面積|めんせき]を[測|はか]ってから、[芝生|しばふ]を[注文|ちゅうもん]します。	Mediré la superficie del jardín antes de encargar el césped.	面積 es la medida de una superficie.
熱心	N3	educacion	[熱心|ねっしん]な[生徒|せいと]が、[授業|じゅぎょう][後|ご]も[質問|しつもん]に[来|き]ました。	Un alumno muy aplicado vino a hacer preguntas incluso después de clase.	熱心 describe dedicación e interés.
だらけ	N3	vida_diaria	[屋根裏|やねうら]で[見|み]つけた[箱|はこ]は、ほこりだらけでした。	La caja que encontré en el desván estaba cubierta de polvo.	だらけ indica estar lleno de algo, normalmente indeseable.
オプション	N3	compras	[朝食|ちょうしょく]は[料金|りょうきん]に[含|ふく]まれず、オプションです。	El desayuno no está incluido en el precio; es opcional.	オプション es un servicio o elemento añadido a elección.
段	N4	vida_diaria	[上|うえ]から[二|に][段|だん][目|め]の[引|ひ]き[出|だ]しにあります。	Está en el segundo cajón contando desde arriba.	段 cuenta niveles o alturas; 目 indica orden.
日程	N3	trabajo	[講師|こうし]の[都合|つごう]で、[研修|けんしゅう]の[日程|にってい]がずれました。	Las fechas de la formación cambiaron por la disponibilidad del instructor.	日程 es el calendario de una actividad.
移す	N4	vida_diaria	[焦|こ]げないように、[鍋|なべ]を[隣|となり]のコンロに[移|うつ]しました。	Pasé la olla al fogón de al lado para que no se quemara.	移す es trasladar algo a otro lugar.
好む	N3	vida_diaria	この[植物|しょくぶつ]は[日陰|ひかげ]を[好|この]みます。	Esta planta prefiere la sombra.	好む significa preferir o tener predilección.
積む	N4	transporte	トラックに[荷物|にもつ]を[積|つ]む[順番|じゅんばん]を[決|き]めました。	Decidimos el orden en que cargaríamos los bultos en el camión.	積む es cargar o apilar.
保健	N3	educacion	[保健|ほけん]の[授業|じゅぎょう]で、[睡眠|すいみん]の[大切|たいせつ]さを[学|まな]びました。	En clase de educación para la salud aprendimos la importancia del sueño.	保健 trata del mantenimiento de la salud.
執筆	N2	cultura	[旅行|りょこう]の[記録|きろく]をもとに、[本|ほん]を[執筆|しっぴつ]しています。	Estoy escribiendo un libro a partir de mis notas de viaje.	執筆 es redactar una obra o artículo.
つらい	N4	vida_diaria	[友人|ゆうじん]と[別|わか]れるのがつらくて、[涙|なみだ]が[出|で]ました。	Me dolió tanto despedirme de mi amigo que lloré.	つらい expresa sufrimiento físico o emocional.
分かれる	N3	vida_diaria	[山道|やまみち]は[大|おお]きな[岩|いわ]の[先|さき]で[二|ふた]つに[分|わ]かれます。	El sendero de montaña se divide en dos después de la roca grande.	分かれる describe una división en varias partes.
開示	N2	trabajo	[契約|けいやく][前|まえ]に、[追加|ついか][費用|ひよう]の[開示|かいじ]を[求|もと]めました。	Antes de firmar el contrato, pedimos que se detallaran los costes adicionales.	開示 es hacer pública o accesible información.
診療	N3	servicios	[午後|ごご]の[診療|しんりょう]は、[予約|よやく]の[患者|かんじゃ]だけです。	Por la tarde sólo se atiende a pacientes con cita.	診療 comprende examinar y tratar pacientes.
両者	N3	ocio	[両者|りょうしゃ]の[実力|じつりょく]は[近|ちか]く、[勝敗|しょうはい]が[予想|よそう]できません。	Ambos tienen un nivel parecido y no se puede predecir quién ganará.	両者 se refiere a las dos partes o personas.
フィルム	N3	cultura	[古|ふる]いカメラに[合|あ]うフィルムを[探|さが]しています。	Estoy buscando un carrete compatible con una cámara antigua.	フィルム es aquí película fotográfica.
拡張	N2	tecnologia	[利用者|りようしゃ]が[増|ふ]えたので、[保存|ほぞん][領域|りょういき]を[拡張|かくちょう]しました。	Ampliamos el espacio de almacenamiento porque aumentó el número de usuarios.	拡張 es ampliar la capacidad o el alcance.
在住	N3	vida_diaria	[海外|かいがい][在住|ざいじゅう]の[友人|ゆうじん]と、[毎月|まいつき][電話|でんわ]しています。	Hablo por teléfono cada mes con un amigo que reside en el extranjero.	在住 indica residencia en un lugar.
幼稚園	N4	vida_diaria	[幼稚園|ようちえん]で[使|つか]う[袋|ふくろ]に、[名前|なまえ]を[縫|ぬ]いつけました。	Cosí el nombre en la bolsa que se usará en el jardín de infancia.	幼稚園 es un centro de educación infantil.
看板	N4	servicios	[看板|かんばん]が[裏返|うらがえ]しなので、[店名|てんめい]が[見|み]えません。	El letrero está del revés y no se ve el nombre de la tienda.	看板 es un letrero de un establecimiento.
仏教	N3	cultura	この[展示|てんじ]は、[仏教|ぶっきょう]と[美術|びじゅつ]の[関係|かんけい]を[紹介|しょうかい]しています。	Esta exposición presenta la relación entre el budismo y el arte.	仏教 significa budismo.
名称	N3	servicios	[施設|しせつ]の[名称|めいしょう]は[変|か]わりましたが、[場所|ばしょ]は[同|おな]じです。	El centro ha cambiado de nombre, pero sigue en el mismo lugar.	名称 es el nombre formal de algo.
上位	N3	ocio	[上位|じょうい]の[三人|さんにん]だけが、[決勝|けっしょう]に[進|すす]めます。	Sólo los tres primeros pueden pasar a la final.	上位 señala los puestos superiores de una clasificación.
近年	N3	cultura	[近年|きんねん]、この[町|まち]では[空|あ]き[家|や]の[活用|かつよう]が[進|すす]んでいます。	En los últimos años ha avanzado la reutilización de viviendas vacías en esta localidad.	近年 abarca los años recientes.
文献	N3	educacion	[同|おな]じ[出来事|できごと]を[扱|あつか]った[文献|ぶんけん]を[読|よ]み[比|くら]べました。	Comparé distintas fuentes escritas sobre el mismo acontecimiento.	文献 son documentos o publicaciones usados como fuentes.
空く	N4	servicios	[窓際|まどぎわ]の[席|せき]が[空|あ]くまで、ここで[待|ま]ちます。	Esperaré aquí hasta que quede libre una mesa junto a la ventana.	空く se lee あく cuando un espacio queda libre.
引き続き	N3	trabajo	[担当|たんとう]が[変|か]わっても、[引|ひ]き[続|つづ]きご[利用|りよう]いただけます。	Aunque cambie el responsable, podrá seguir utilizando el servicio.	引き続き indica continuidad.
果たして	N2	cultura	この[計画|けいかく]は[果|は]たして[実現|じつげん]するのでしょうか。	¿Llegará realmente a hacerse realidad este plan?	果たして introduce duda sobre el resultado.
就任	N2	trabajo	[新|あたら]しい[校長|こうちょう]の[就任|しゅうにん]が、[来月|らいげつ]に[決|き]まりました。	Se ha fijado para el mes que viene la toma de posesión del nuevo director.	就任 es asumir un cargo.
上回る	N2	compras	[注文|ちゅうもん]が[予想|よそう]を[上回|うわまわ]り、[発送|はっそう]が[遅|おく]れています。	Los pedidos han superado lo previsto y los envíos se están retrasando.	上回る es superar una cantidad de referencia.
心から	N3	vida_diaria	[長年|ながねん]のご[協力|きょうりょく]に、[心|こころ]から[感謝|かんしゃ]しています。	Agradezco de corazón su colaboración durante tantos años.	心から expresa sinceridad profunda.
数える	N4	vida_diaria	[配|くば]る[前|まえ]に、[封筒|ふうとう]の[枚数|まいすう]を[数|かぞ]えました。	Conté los sobres antes de repartirlos.	数える es contar unidades.
逆	N4	vida_diaria	[地図|ちず]を[逆|ぎゃく]に[持|も]っていたので、[道|みち]を[間違|まちが]えました。	Me equivoqué de camino porque llevaba el mapa al revés.	逆 expresa inversión de posición o dirección.
浅い	N4	comida	[浅|あさ]い[皿|さら]では、スープがこぼれてしまいます。	En un plato tan poco hondo se derrama la sopa.	浅い significa de poca profundidad.
深める	N3	educacion	[実物|じつぶつ]に[触|ふ]れて、[理解|りかい]を[深|ふか]めました。	Profundicé en mi comprensión al tocar el objeto real.	深める significa hacer más profundo un conocimiento o vínculo.
ほどく	N3	vida_diaria	[固|かた]い[結|むす]び[目|め]をほどくのに、[十分|じゅっぷん]もかかりました。	Tardé nada menos que diez minutos en deshacer el nudo apretado.	ほどく es deshacer un nudo.
挟む	N3	vida_diaria	[読|よ]みかけのページに、[切符|きっぷ]を[挟|はさ]みました。	Metí el billete entre las páginas para marcar dónde estaba leyendo.	挟む es colocar algo entre dos superficies.
押さえる	N3	vida_diaria	[風|かぜ]で[飛|と]ばないよう、[紙|かみ]を[石|いし]で[押|お]さえました。	Sujetamos el papel con una piedra para que no se lo llevara el viento.	押さえる es sujetar ejerciendo presión.
染みる	N3	comida	[煮汁|にじる]が[大根|だいこん]に[染|し]みて、おいしくなりました。	El caldo impregnó el rábano y le dio buen sabor.	染みる es penetrar un líquido o sabor.
溶ける	N4	comida	[冷|つめ]たい[牛乳|ぎゅうにゅう]では、[砂糖|さとう]が[溶|と]けにくいです。	El azúcar se disuelve con dificultad en la leche fría.	溶ける significa disolverse o fundirse.
固まる	N3	comida	ゼリーが[固|かた]まるまで、[容器|ようき]を[動|うご]かさないでください。	No muevas el recipiente hasta que cuaje la gelatina.	固まる es adquirir consistencia sólida.
膨らむ	N3	comida	パンの[生地|きじ]が[膨|ふく]らんで、ボウルからはみ[出|で]しました。	La masa del pan subió tanto que sobresalió del cuenco.	膨らむ significa aumentar de volumen.
縮む	N3	vida_diaria	[乾燥機|かんそうき]に[入|い]れたら、[袖|そで]が[縮|ちぢ]みました。	Las mangas encogieron al meter la prenda en la secadora.	縮む es reducirse de tamaño.
尖る	N3	vida_diaria	[枝|えだ]の[先|さき]が[尖|とが]っているので、[気|き]をつけてください。	Ten cuidado, que la punta de la rama está afilada.	尖る es terminar en punta.
剥がす	N3	compras	[値札|ねふだ]を[剥|は]がすと、のりが[残|のこ]りました。	Al despegar la etiqueta del precio, quedó pegamento.	剥がす es desprender una capa adherida.
削る	N3	vida_diaria	[机|つくえ]の[角|かど]を[少|すこ]し[削|けず]って、[丸|まる]くしました。	Rebajé un poco la esquina del escritorio para redondearla.	削る es quitar material raspando o cortando.
擦る	N3	vida_diaria	[床|ゆか]を[強|つよ]く[擦|こす]ると、[傷|きず]がつきます。	Si frotas el suelo con fuerza, se raya.	擦る se lee aquí こする y significa frotar.
拭う	N2	vida_diaria	[額|ひたい]の[汗|あせ]を[拭|ぬぐ]って、もう[一度|いちど][作業|さぎょう]を[始|はじ]めました。	Me limpié el sudor de la frente y reanudé el trabajo.	拭う es retirar algo pasando un paño o la mano.
注ぐ	N3	comida	[泡|あわ]が[立|た]たないように、[静|しず]かに[注|そそ]いでください。	Sírvelo despacio para que no se forme espuma.	注ぐ se lee aquí そそぐ y significa verter.
浸す	N3	comida	[乾|かわ]いた[豆|まめ]を、[一晩|ひとばん][水|みず]に[浸|ひた]しました。	Dejé las alubias secas en remojo toda la noche.	浸す es sumergir algo en un líquido.
絞る	N3	vida_diaria	ぞうきんを[固|かた]く[絞|しぼ]ってから、[床|ゆか]を[拭|ふ]きます。	Escurro bien la bayeta antes de limpiar el suelo.	絞る es extraer líquido retorciendo o apretando.
砕く	N3	comida	[氷|こおり]を[細|こま]かく[砕|くだ]いて、グラスに[入|い]れました。	Piqué el hielo y lo puse en el vaso.	砕く es romper en fragmentos pequeños.
潰す	N3	comida	フォークで[豆|まめ]を[潰|つぶ]し、ペーストにしました。	Aplasté las alubias con un tenedor hasta hacer una pasta.	潰す significa aplastar.
裂ける	N3	vida_diaria	[袋|ふくろ]の[底|そこ]が[裂|さ]けて、みかんが[落|お]ちました。	Se rasgó el fondo de la bolsa y se cayeron las mandarinas.	裂ける describe una rotura por desgarro.
縛る	N3	vida_diaria	[古新聞|ふるしんぶん]をひもで[縛|しば]って、[玄関|げんかん]に[置|お]きました。	Até los periódicos viejos con una cuerda y los dejé en la entrada.	縛る es atar para sujetar.
束ねる	N3	vida_diaria	[長|なが]いケーブルを[束|たば]ねて、[机|つくえ]の[裏|うら]に[留|と]めました。	Agrupé los cables largos y los fijé detrás del escritorio.	束ねる es reunir elementos alargados en un haz.
吊るす	N3	vida_diaria	[乾|かわ]かすために、ハーブを[台所|だいどころ]に[吊|つ]るしました。	Colgué las hierbas en la cocina para secarlas.	吊るす es dejar algo colgado desde arriba.
傾く	N3	vida_diaria	[棚|たな]が[右|みぎ]に[傾|かたむ]いているので、[本|ほん]が[倒|たお]れます。	La estantería está inclinada hacia la derecha y los libros se caen de lado.	傾く es estar inclinado.
転がす	N3	ocio	[子供|こども]が[坂|さか]の[上|うえ]からボールを[転|ころ]がしました。	El niño hizo rodar una pelota desde lo alto de la cuesta.	転がす es hacer que algo ruede.
揃える	N3	vida_diaria	[玄関|げんかん]で[靴|くつ]の[向|む]きを[揃|そろ]えました。	Coloqué los zapatos de la entrada orientados en la misma dirección.	揃える es ordenar o igualar la disposición.
ずれる	N3	vida_diaria	[歩|ある]くたびに、かばんの[肩|かた]ひもがずれます。	La correa del bolso se me desliza cada vez que camino.	ずれる es desplazarse de su posición adecuada.
捻る	N3	vida_diaria	ふたを[左|ひだり]に[捻|ひね]ると、[簡単|かんたん]に[開|あ]きます。	La tapa se abre fácilmente girándola hacia la izquierda.	捻る se lee ひねる y significa girar o retorcer.
塞ぐ	N3	vida_diaria	[家具|かぐ]で[非常口|ひじょうぐち]を[塞|ふさ]がないでください。	No bloquees la salida de emergencia con muebles.	塞ぐ es obstruir una abertura o paso.
