target	level	topic	ruby	spanish	note
菓子	N4	comida	[客|きゃく]が[来|く]るので、お[茶|ちゃ]と[菓子|かし]を[用意|ようい]しました。	Como vienen invitados, he preparado té y dulces.	菓子 abarca dulces o productos de repostería.
懸命	N3	vida_diaria	[落|お]とした[指輪|ゆびわ]を、[家族|かぞく]みんなで[懸命|けんめい]に[探|さが]しました。	Toda la familia buscó con empeño el anillo que se me había caído.	懸命に expresa dedicación intensa a una tarea.
婚約	N3	vida_diaria	[妹|いもうと]の[婚約|こんやく]を[知|し]って、[家族|かぞく]で[食事|しょくじ]に[出|で]かけました。	Al enterarnos del compromiso de mi hermana pequeña, salimos a comer en familia.	婚約 es el compromiso de matrimonio, anterior a la boda.
夜中	N4	vida_diaria	[夜中|よなか]に[猫|ねこ]の[声|こえ]で[目|め]が[覚|さ]めました。	Me despertaron los maullidos de un gato en plena noche.	夜中 se refiere a las horas nocturnas de descanso.
所得	N2	trabajo	[前年|ぜんねん]の[所得|しょとく]を[確認|かくにん]するため、[書類|しょるい]を[探|さが]しました。	Busqué los documentos para comprobar mis ingresos del año anterior.	所得 significa ingresos; no equivale a saldo bancario.
思考	N2	educacion	[紙|かみ]に[書|か]き[出|だ]すと、[複雑|ふくざつ]な[思考|しこう]を[整理|せいり]しやすくなります。	Ponerlo por escrito facilita ordenar ideas complejas.	思考 designa el proceso o contenido de pensar.
訓練	N3	trabajo	[新人|しんじん]は、[実際|じっさい]の[機械|きかい]を[使|つか]う[前|まえ]に[操作|そうさ]の[訓練|くんれん]を[受|う]けます。	Los nuevos empleados reciben entrenamiento de manejo antes de usar la máquina real.	訓練 es práctica organizada para adquirir una habilidad.
胸	N4	vida_diaria	[卒業式|そつぎょうしき]で[名前|なまえ]を[呼|よ]ばれ、[胸|むね]がいっぱいになりました。	Al oír mi nombre en la graduación, me llené de emoción.	胸がいっぱいになる es una expresión de emoción intensa.
意思	N3	trabajo	[続|つづ]ける[意思|いし]があるかどうか、[本人|ほんにん]に[確認|かくにん]しました。	Le pregunté directamente si tenía intención de continuar.	意思 expresa voluntad o intención personal.
実態	N2	trabajo	[数字|すうじ]だけでは[分|わ]からないので、[現場|げんば]で[仕事|しごと]の[実態|じったい]を[調|しら]べました。	Como las cifras no bastaban, investigué sobre el terreno cómo era realmente el trabajo.	実態 es la situación real detrás de una descripción general.
お互い	N4	vida_diaria	[忙|いそが]しいときは、お[互|たが]いに[家事|かじ]を[手伝|てつだ]っています。	Cuando estamos ocupados, nos ayudamos mutuamente con las tareas de casa.	お互いに expresa reciprocidad.
援助	N3	educacion	[経済的|けいざいてき]な[援助|えんじょ]を[受|う]けて、[勉強|べんきょう]を[続|つづ]けられました。	Gracias a la ayuda económica que recibí, pude continuar estudiando.	援助 es apoyo; 経済的な especifica que es económico.
考慮	N2	ocio	[雨|あめ]の[可能性|かのうせい]も[考慮|こうりょ]して、[屋内|おくない]の[会場|かいじょう]を[選|えら]びました。	Elegimos un recinto cubierto teniendo en cuenta también la posibilidad de lluvia.	考慮する es incluir un factor en la decisión.
書籍	N3	cultura	[専門|せんもん]の[書籍|しょせき]は、[一般|いっぱん]の[雑誌|ざっし]とは[別|べつ]の[棚|たな]にあります。	Los libros especializados están en una estantería distinta de las revistas generales.	書籍 es una palabra formal para libros.
不可能	N3	trabajo	[一人|ひとり]で[今日|きょう][中|じゅう]に[全部|ぜんぶ][終|お]えるのは[不可能|ふかのう]です。	Es imposible terminarlo todo hoy yo solo.	不可能 expresa imposibilidad, no simple dificultad.
細かい	N3	trabajo	[細|こま]かい[金額|きんがく]まで[確認|かくにん]したので、[小|ちい]さな[間違|まちが]いに[気|き]づきました。	Como comprobé hasta los importes pequeños, detecté un error menor.	細かい destaca el detalle de las cantidades revisadas.
趣旨	N2	trabajo	[説明会|せつめいかい]の[趣旨|しゅし]を[先|さき]に[伝|つた]えてから、[資料|しりょう]を[配|くば]りました。	Expliqué primero el propósito de la sesión informativa y después repartí los documentos.	趣旨 es el propósito o sentido principal de una actividad.
意図	N2	cultura	[作者|さくしゃ]の[意図|いと]を[知|し]ると、[絵|え]の[見方|みかた]が[変|か]わりました。	Conocer la intención del autor cambió mi manera de mirar el cuadro.	意図 se refiere a lo que alguien pretende expresar o lograr.
水準	N2	trabajo	[製品|せいひん]の[品質|ひんしつ]を[一定|いってい]の[水準|すいじゅん]に[保|たも]つため、[検査|けんさ]を[続|つづ]けています。	Seguimos haciendo controles para mantener la calidad del producto en un nivel constante.	水準 es un nivel de referencia para evaluar algo.
近づく	N4	vida_diaria	[夕方|ゆうがた]が[近|ちか]づくと、[公園|こうえん]の[人|ひと]が[少|すく]なくなります。	Al acercarse la tarde, queda menos gente en el parque.	近づく se usa también para momentos que se aproximan.
物価	N3	vida_diaria	[移住|いじゅう]する[前|まえ]に、その[町|まち]の[物価|ぶっか]を[調|しら]べました。	Antes de mudarme allí, investigué el nivel de precios de esa ciudad.	物価 describe los precios en general, no un artículo concreto.
苦労	N3	vida_diaria	[古|ふる]い[家|いえ]なので、[冬|ふゆ]は[部屋|へや]を[暖|あたた]めるのに[苦労|くろう]します。	Como es una casa antigua, en invierno cuesta calentar las habitaciones.	のに苦労する indica qué tarea resulta difícil.
貿易	N3	trabajo	[貿易|ぼうえき]の[仕事|しごと]では、[相手|あいて]の[国|くに]の[休日|きゅうじつ]も[確認|かくにん]します。	En el trabajo de comercio internacional también compruebo los festivos del otro país.	貿易 es comercio entre países.
いきなり	N3	vida_diaria	[電話|でんわ]でいきなり[名前|なまえ]を[聞|き]かれて、[少|すこ]し[驚|おどろ]きました。	Me sorprendió un poco que me preguntaran el nombre de golpe por teléfono.	いきなり señala una acción inesperada o sin introducción.
狭い	N4	vida_diaria	[入口|いりぐち]が[狭|せま]くて、ソファを[横|よこ]にしないと[通|とお]せません。	La entrada es estrecha y no podemos pasar el sofá sin ponerlo de lado.	ないと indica una condición necesaria.
配信	N3	tecnologia	[講演|こうえん]は[会場|かいじょう]だけでなく、インターネットでも[配信|はいしん]されます。	La conferencia se retransmitirá también por internet, además de celebrarse en el recinto.	配信 es distribuir contenido por una red.
謎	N3	cultura	[誰|だれ]が[庭|にわ]に[花|はな]を[置|お]いたのか、[今|いま]も[謎|なぞ]です。	Sigue siendo un misterio quién dejó flores en el jardín.	今も indica que la incógnita continúa.
責任	N3	trabajo	[注文|ちゅうもん]の[間違|まちが]いは[私|わたし]の[責任|せきにん]なので、[自分|じぶん]で[連絡|れんらく]します。	El error del pedido es responsabilidad mía, así que me pondré yo en contacto.	責任 identifica a quien debe responder por algo.
余裕	N3	transporte	[出発|しゅっぱつ]まで[余裕|よゆう]があるので、[駅|えき]で[朝食|ちょうしょく]を[取|と]れます。	Tenemos tiempo de sobra antes de la salida, así que podemos desayunar en la estación.	余裕 expresa margen disponible, aquí de tiempo.
勇気	N3	vida_diaria	[勇気|ゆうき]を[出|だ]して、[初|はじ]めて[自分|じぶん]から[話|はな]しかけました。	Me armé de valor y, por primera vez, inicié yo la conversación.	勇気を出す significa reunir valor para actuar.
我慢	N3	vida_diaria	[騒音|そうおん]をずっと[我慢|がまん]していましたが、[管理人|かんりにん]に[相談|そうだん]しました。	Había estado soportando el ruido, pero finalmente lo consulté con el encargado del edificio.	我慢する es soportar o contenerse ante algo molesto.
遠慮	N3	vida_diaria	[遠慮|えんりょ]しないで、[足|た]りなければもう[少|すこ]し[食|た]べてください。	No te cortes: si no has tenido suficiente, come un poco más.	遠慮しないで invita a no contenerse por cortesía.
感謝	N3	vida_diaria	[引|ひ]っ[越|こ]しを[手伝|てつだ]ってくれた[友人|ゆうじん]に、[感謝|かんしゃ]の[手紙|てがみ]を[書|か]きました。	Escribí una carta de agradecimiento al amigo que me ayudó con la mudanza.	感謝 expresa agradecimiento por una ayuda recibida.
誤解	N3	vida_diaria	[短|みじか]いメッセージで[誤解|ごかい]を[招|まね]いたので、[電話|でんわ]で[説明|せつめい]しました。	Mi mensaje breve provocó un malentendido, así que lo expliqué por teléfono.	誤解を招く significa dar lugar a una interpretación equivocada.
納得	N3	compras	[料金|りょうきん]の[内訳|うちわけ]を[聞|き]いて、ようやく[納得|なっとく]できました。	Sólo después de que me explicaran el desglose del precio me quedé conforme.	納得する es comprender y aceptar una explicación.
緊張	N4	trabajo	[緊張|きんちょう]で[声|こえ]が[小|ちい]さくなったので、[深呼吸|しんこきゅう]して[話|はな]し[直|なお]しました。	Los nervios hicieron que hablara muy bajo, así que respiré hondo y volví a decirlo.	緊張 es tensión nerviosa ante una situación.
退屈	N4	ocio	[待|ま]ち[時間|じかん]が[長|なが]くても、[本|ほん]があれば[退屈|たいくつ]しません。	Aunque la espera sea larga, no me aburro si tengo un libro.	退屈する significa aburrirse.
満足	N3	compras	[修理|しゅうり]の[仕上|しあ]がりに[満足|まんぞく]して、[同|おな]じ[店|みせ]にまた[頼|たの]みました。	Quedé satisfecho con el resultado de la reparación y volví a recurrir a la misma tienda.	満足する expresa que el resultado cumple las expectativas.
不満	N3	trabajo	[不満|ふまん]をため[込|こ]まず、[定期的|ていきてき]に[意見|いけん]を[話|はな]し[合|あ]っています。	Hablamos periódicamente de nuestras opiniones para no acumular descontento.	不満 es insatisfacción; ため込む es ir acumulándola.
期待	N3	cultura	[新作|しんさく]に[期待|きたい]していましたが、[結末|けつまつ]は[予想|よそう]と[違|ちが]いました。	Tenía expectativas sobre la nueva obra, pero el final fue distinto de lo que imaginaba.	期待 significa esperar con interés; no implica que el resultado haya sido malo.
失望	N3	vida_diaria	[約束|やくそく]を[何度|なんど]も[破|やぶ]られて、[彼|かれ]に[失望|しつぼう]しました。	Me decepcionó que rompiera sus promesas tantas veces.	失望する es perder la ilusión o confianza esperada.
尊敬	N3	vida_diaria	[失敗|しっぱい]を[認|みと]めてやり[直|なお]す[先輩|せんぱい]を、[尊敬|そんけい]しています。	Admiro a mi compañero veterano por reconocer sus errores y volver a intentarlo.	尊敬する es sentir respeto o admiración.
信頼	N3	trabajo	[小|ちい]さな[約束|やくそく]を[守|まも]ることが、[信頼|しんらい]につながります。	Cumplir las pequeñas promesas ayuda a generar confianza.	信頼 es confianza en una persona o entidad.
裏切る	N3	cultura	[物語|ものがたり]の[途中|とちゅう]で、[仲間|なかま]が[主人公|しゅじんこう]を[裏切|うらぎ]りました。	A mitad de la historia, uno de sus compañeros traicionó al protagonista.	裏切る es actuar contra la confianza depositada.
仲直り	N4	vida_diaria	[互|たが]いに[謝|あやま]って、[妹|いもうと]と[仲直|なかなお]りしました。	Mi hermana pequeña y yo nos disculpamos mutuamente e hicimos las paces.	仲直りする es restablecer una relación tras una pelea.
見守る	N3	vida_diaria	[子供|こども]が[自分|じぶん]で[靴|くつ]を[履|は]くのを、[少|すこ]し[離|はな]れて[見守|みまも]りました。	Observé desde un poco más lejos cómo el niño se ponía los zapatos solo.	見守る es observar con atención y cuidado sin intervenir necesariamente.
見慣れる	N3	vida_diaria	[見慣|みな]れない[鳥|とり]が[庭|にわ]に[来|き]たので、[図鑑|ずかん]で[調|しら]べました。	Vino al jardín un pájaro que no me resultaba familiar y lo busqué en una guía ilustrada.	見慣れない significa no estar acostumbrado a ver algo.
見落とす	N3	trabajo	[書類|しょるい]の[小|ちい]さな[注意|ちゅうい][書|が]きを[見落|みお]としていました。	Se me había pasado por alto una advertencia en letra pequeña del documento.	見落とす es no advertir algo visible.
見分ける	N3	vida_diaria	[双子|ふたご]の[猫|ねこ]は、[耳|みみ]の[模様|もよう]で[見分|みわ]けられます。	Se puede distinguir a los dos gatos gemelos por el dibujo de sus orejas.	見分ける es diferenciar visualmente elementos parecidos.
見つめる	N3	vida_diaria	[赤|あか]ちゃんが、[揺|ゆ]れるおもちゃをじっと[見|み]つめています。	El bebé mira fijamente el juguete que se balancea.	見つめる es mirar de forma sostenida.
見上げる	N4	ocio	[坂|さか]の[下|した]から[見上|みあ]げると、[城|しろ]が[大|おお]きく[見|み]えます。	Al mirar hacia arriba desde el pie de la cuesta, el castillo parece enorme.	見上げる es dirigir la mirada hacia arriba.
見下ろす	N3	ocio	[展望台|てんぼうだい]から[町|まち]を[見下|みお]ろすと、[川|かわ]の[流|なが]れがよく[分|わ]かります。	Desde el mirador, al contemplar la ciudad desde arriba, se distingue bien el curso del río.	見下ろす es mirar desde un lugar más alto.
眺める	N3	ocio	カフェの[窓|まど]から、[行|い]き[交|か]う[人|ひと]を[眺|なが]めていました。	Contemplaba desde la ventana del café a la gente que pasaba.	眺める es observar con cierta calma.
振り返る	N3	vida_diaria	[名前|なまえ]を[呼|よ]ばれて[振|ふ]り[返|かえ]ると、[昔|むかし]の[同級生|どうきゅうせい]がいました。	Al oír que me llamaban por mi nombre, me volví y vi a un antiguo compañero de clase.	振り返る significa aquí mirar hacia atrás.
うなずく	N3	vida_diaria	[説明|せつめい]を[聞|き]きながらうなずいて、[理解|りかい]したことを[伝|つた]えました。	Asentí mientras escuchaba la explicación para indicar que había entendido.	うなずく es asentir con la cabeza.
つぶやく	N3	vida_diaria	[父|ちち]は[新聞|しんぶん]を[読|よ]みながら、[何|なに]か[小声|こごえ]でつぶやいていました。	Mi padre murmuraba algo en voz baja mientras leía el periódico.	つぶやく es decir algo para uno mismo o en voz baja.
叫ぶ	N3	ocio	ゴールが[決|き]まった[瞬間|しゅんかん]、[観客|かんきゃく]が[大声|おおごえ]で[叫|さけ]びました。	En el momento del gol, el público lanzó grandes gritos.	叫ぶ es gritar con fuerza.
囁く	N3	vida_diaria	[図書館|としょかん]なので、[友人|ゆうじん]の[耳元|みみもと]で[小|ちい]さく[囁|ささや]きました。	Como estábamos en la biblioteca, le susurré al oído a mi amigo.	囁く es hablar en un susurro.
黙る	N3	vida_diaria	[言|い]い[返|かえ]したかったのですが、[少|すこ]し[黙|だま]って[考|かんが]えました。	Quise replicar, pero me quedé callado un momento para pensar.	黙る significa dejar de hablar o permanecer en silencio.
ためらう	N3	vida_diaria	[声|こえ]をかけようかためらっているうちに、バスが[来|き]ました。	Mientras dudaba si hablarle, llegó el autobús.	ためらう es vacilar antes de actuar.
戸惑う	N3	trabajo	[急|きゅう]に[担当|たんとう]が[変|か]わり、[最初|さいしょ]は[戸惑|とまど]いました。	El cambio repentino de mis funciones me dejó desconcertado al principio.	戸惑う es no saber cómo reaccionar ante algo inesperado.
落ち着く	N4	vida_diaria	[静|しず]かな[場所|ばしょ]で[水|みず]を[飲|の]んだら、[少|すこ]し[落|お]ち[着|つ]きました。	Al beber agua en un sitio tranquilo, me calmé un poco.	落ち着く expresa recuperar la calma.
くつろぐ	N3	vida_diaria	[仕事|しごと]から[帰|かえ]ると、ソファで[音楽|おんがく]を[聞|き]いてくつろぎます。	Al volver del trabajo, me relajo escuchando música en el sofá.	くつろぐ es descansar con comodidad y sin tensión.
憧れる	N3	vida_diaria	[子供|こども]のころから、[海|うみ]の[近|ちか]くで[暮|く]らすことに[憧|あこが]れていました。	Desde niño soñaba con vivir cerca del mar.	に憧れる expresa admiración o deseo idealizado.
羨ましい	N3	vida_diaria	[毎日|まいにち][歩|ある]いて[通勤|つうきん]できる[友人|ゆうじん]が[羨|うらや]ましいです。	Envidio a mi amigo, que puede ir andando al trabajo todos los días.	羨ましい expresa desear una ventaja que tiene otra persona.
懐かしい	N3	vida_diaria	[古|ふる]い[写真|しゃしん]を[見|み]て、[学生|がくせい][時代|じだい]が[懐|なつ]かしくなりました。	Ver las fotos antiguas me hizo sentir nostalgia de mi época de estudiante.	懐かしい combina recuerdo afectuoso y nostalgia.
頼もしい	N3	trabajo	[困|こま]ったときにすぐ[動|うご]いてくれる[同僚|どうりょう]は、[本当|ほんとう]に[頼|たの]もしいです。	Mi compañero, que actúa enseguida cuando hay un problema, es alguien con quien da gusto contar.	頼もしい describe a alguien que inspira confianza por su capacidad de ayudar.
慎重	N3	compras	[契約|けいやく]の[内容|ないよう]を[慎重|しんちょう]に[読|よ]んでから、[署名|しょめい]しました。	Leí cuidadosamente el contenido del contrato antes de firmarlo.	慎重に implica proceder con cautela.
素直	N3	educacion	[間違|まちが]いを[指摘|してき]されて、[素直|すなお]に[認|みと]めました。	Cuando me señalaron el error, lo reconocí sin poner objeciones.	素直に describe una actitud abierta y sin resistencia innecesaria.
