exercise_id,source_language,target_language,direction,source_text,reference_translation,accepted_alternatives_json,jlpt_level,difficulty,topic_tags,situation_tags,grammar_tags,particle_tags,vocabulary_tags,kanji_tags,verb_tags,adjective_tags,counter_tags,register,communicative_function,tense_aspect,polarity,sentence_type,pedagogical_notes,ambiguity_notes,core_exercise,active,dataset_version
ESJA-N5-ORGANIC-202608-0309,es,ja,es_ja,Ayer subí al metro con un amigo.,昨日、友達と地下鉄に乗りました。,[],N5,45,transporte|relaciones,ciudad,past_polite|particle_to|particle_ni,と|に,昨日|友達|地下鉄|乗る,昨日|友達|地下鉄|乗,乗る,,,cortés,narrar_desplazamiento,pasado,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N5-ORGANIC-202608-0310,ja,es,ja_es,この辞書は小さくて便利です。,Este diccionario es pequeño y práctico.,[],N5,30,estudio|tecnologia,herramientas,te_form_adjective|na_adjective,は,辞書|小さい|便利,辞書|小,,小さい|便利,,cortés,describir_objeto,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N5-ORGANIC-202608-0310,es,ja,es_ja,Este diccionario es pequeño y práctico.,この辞書は小さくて便利です。,[],N5,30,estudio|tecnologia,herramientas,te_form_adjective|na_adjective,は,辞書|小さい|便利,辞書|小,,小さい|便利,,cortés,describir_objeto,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N5-ORGANIC-202608-0311,ja,es,ja_es,すみません、名前をここに書いてください。,"Disculpe, escriba el nombre aquí, por favor.",[],N5,36,servicios|comunicacion,formulario,te_kudasai|particle_ni,を|に,すみません|名前|ここ|書く|ください,名前|書,書く,,,cortés,pedir_accion,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,true,true,5.0
ESJA-N5-ORGANIC-202608-0311,es,ja,es_ja,"Disculpe, escriba el nombre aquí, por favor.",すみません、名前をここに書いてください。,[],N5,36,servicios|comunicacion,formulario,te_kudasai|particle_ni,を|に,すみません|名前|ここ|書く|ください,名前|書,書く,,,cortés,pedir_accion,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,true,true,5.0
JAES-N5-ORGANIC-202608-0312,ja,es,ja_es,窓の近くは寒くないです。,Cerca de la ventana no hace frío.,[],N5,28,hogar|clima,habitacion,i_adjective_negative|location_words,の|は,窓|近く|寒い,窓|近|寒,,寒い,,cortés,describir_estado,presente,negativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N5-ORGANIC-202608-0312,es,ja,es_ja,Cerca de la ventana no hace frío.,窓の近くは寒くないです。,[],N5,28,hogar|clima,habitacion,i_adjective_negative|location_words,の|は,窓|近く|寒い,窓|近|寒,,寒い,,cortés,describir_estado,presente,negativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N5-ORGANIC-202608-0313,ja,es,ja_es,赤いシャツを二枚見せてください。,"Muéstreme dos camisas rojas, por favor.",[],N5,44,compras|ropa|colores,tienda,te_kudasai|counter_mai,を,赤い|シャツ|二枚|見せる|ください,赤|二枚|見,見せる,赤い,枚,cortés,pedir_producto,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N5-ORGANIC-202608-0313,es,ja,es_ja,"Muéstreme dos camisas rojas, por favor.",赤いシャツを二枚見せてください。,[],N5,44,compras|ropa|colores,tienda,te_kudasai|counter_mai,を,赤い|シャツ|二枚|見せる|ください,赤|二枚|見,見せる,赤い,枚,cortés,pedir_producto,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N5-ORGANIC-202608-0314,ja,es,ja_es,電気を消してもいいですか。,¿Puedo apagar la luz?,[],N5,39,hogar|permiso,habitacion,te_mo_ii|permission,を,電気|消す|いい,電気|消,消す,,,cortés,pedir_permiso,presente,afirmativa,interrogativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N5-ORGANIC-202608-0314,es,ja,es_ja,¿Puedo apagar la luz?,電気を消してもいいですか。,[],N5,39,hogar|permiso,habitacion,te_mo_ii|permission,を,電気|消す|いい,電気|消,消す,,,cortés,pedir_permiso,presente,afirmativa,interrogativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N5-ORGANIC-202608-0315,ja,es,ja_es,果物は冷蔵庫の中にあります。,La fruta está dentro de la nevera.,[],N5,37,comida|hogar|ubicacion,cocina,existence_aru|location_words,は|の|に,果物|冷蔵庫|中|ある,果物|冷蔵庫|中,,,,cortés,ubicar_comida,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N5-ORGANIC-202608-0315,es,ja,es_ja,La fruta está dentro de la nevera.,果物は冷蔵庫の中にあります。,[],N5,37,comida|hogar|ubicacion,cocina,existence_aru|location_words,は|の|に,果物|冷蔵庫|中|ある,果物|冷蔵庫|中,,,,cortés,ubicar_comida,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N5-ORGANIC-202608-0316,ja,es,ja_es,兄は日曜日に部屋を掃除します。,Mi hermano mayor limpia la habitación los domingos.,[],N5,35,familia|hogar|rutina,limpieza,polite_present|time_expression,は|に|を,兄|日曜日|部屋|掃除,兄|日曜日|部屋|掃除,掃除する,,,cortés,describir_rutina,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,true,true,5.0
ESJA-N5-ORGANIC-202608-0316,es,ja,es_ja,Mi hermano mayor limpia la habitación los domingos.,兄は日曜日に部屋を掃除します。,[],N5,35,familia|hogar|rutina,limpieza,polite_present|time_expression,は|に|を,兄|日曜日|部屋|掃除,兄|日曜日|部屋|掃除,掃除する,,,cortés,describir_rutina,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,true,true,5.0
JAES-N5-ORGANIC-202608-0317,ja,es,ja_es,この切符はどこで買えますか。,¿Dónde se puede comprar este billete?,[],N5,48,transporte|compras,estacion,potential_basic|question_doko,は|で,切符|どこ|買える,切符|買,買える,,,cortés,preguntar_lugar,presente,afirmativa,interrogativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N5-ORGANIC-202608-0317,es,ja,es_ja,¿Dónde se puede comprar este billete?,この切符はどこで買えますか。,[],N5,48,transporte|compras,estacion,potential_basic|question_doko,は|で,切符|どこ|買える,切符|買,買える,,,cortés,preguntar_lugar,presente,afirmativa,interrogativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N5-ORGANIC-202608-0318,ja,es,ja_es,もう一度ゆっくり読んでください。,"Lee despacio una vez más, por favor.",[],N5,33,estudio|comunicacion,clase,te_kudasai|adverb,を,もう一度|ゆっくり|読む|ください,一度|読,読む,,,cortés,pedir_repeticion,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N5-ORGANIC-202608-0318,es,ja,es_ja,"Lee despacio una vez más, por favor.",もう一度ゆっくり読んでください。,[],N5,33,estudio|comunicacion,clase,te_kudasai|adverb,を,もう一度|ゆっくり|読む|ください,一度|読,読む,,,cortés,pedir_repeticion,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N5-ORGANIC-202608-0319,ja,es,ja_es,午後は雨が降ると思います。,Creo que lloverá por la tarde.,[],N5,50,clima|tiempo,pronostico,to_omou_basic|weather,は|が|と,午後|雨|降る|思う,午後|雨|降|思,降る|思う,,,cortés,expresar_opinion,futuro,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N5-ORGANIC-202608-0319,es,ja,es_ja,Creo que lloverá por la tarde.,午後は雨が降ると思います。,[],N5,50,clima|tiempo,pronostico,to_omou_basic|weather,は|が|と,午後|雨|降る|思う,午後|雨|降|思,降る|思う,,,cortés,expresar_opinion,futuro,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N5-ORGANIC-202608-0320,ja,es,ja_es,妹はお茶より水が好きです。,A mi hermana menor le gusta más el agua que el té.,[],N5,43,familia|comida|comparacion,preferencias,yori_comparison|suki,は|より|が,妹|お茶|水|好き,妹|茶|水|好,,好き,,cortés,comparar_preferencia,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N5-ORGANIC-202608-0320,es,ja,es_ja,A mi hermana menor le gusta más el agua que el té.,妹はお茶より水が好きです。,[],N5,43,familia|comida|comparacion,preferencias,yori_comparison|suki,は|より|が,妹|お茶|水|好き,妹|茶|水|好,,好き,,cortés,comparar_preferencia,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N5-ORGANIC-202608-0321,ja,es,ja_es,午前中は会社に電話しません。,Por la mañana no llamo a la empresa.,[],N5,41,trabajo|tiempo,oficina,polite_negative|time_expression,は|に,午前中|会社|電話,午前中|会社|電話,電話する,,,cortés,expresar_negacion,presente,negativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,true,true,5.0
ESJA-N5-ORGANIC-202608-0321,es,ja,es_ja,Por la mañana no llamo a la empresa.,午前中は会社に電話しません。,[],N5,41,trabajo|tiempo,oficina,polite_negative|time_expression,は|に,午前中|会社|電話,午前中|会社|電話,電話する,,,cortés,expresar_negacion,presente,negativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,true,true,5.0
JAES-N5-ORGANIC-202608-0322,ja,es,ja_es,郵便局の前で友達を待ちます。,Espero a un amigo delante de correos.,[],N5,36,servicios|relaciones,encuentro,particle_de|particle_wo,の|で|を,郵便局|前|友達|待つ,郵便局|前|友達|待,待つ,,,cortés,describir_accion,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N5-ORGANIC-202608-0322,es,ja,es_ja,Espero a un amigo delante de correos.,郵便局の前で友達を待ちます。,[],N5,36,servicios|relaciones,encuentro,particle_de|particle_wo,の|で|を,郵便局|前|友達|待つ,郵便局|前|友達|待,待つ,,,cortés,describir_accion,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N5-ORGANIC-202608-0323,ja,es,ja_es,この黒いペンは私のです。,Este bolígrafo negro es mío.,[],N5,27,compras|posesion|colores,objetos_personales,demonstrative_kono|no_possession,は|の,黒い|ペン|私,黒|私,,黒い,,cortés,indicar_posesion,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N5-ORGANIC-202608-0323,es,ja,es_ja,Este bolígrafo negro es mío.,この黒いペンは私のです。,[],N5,27,compras|posesion|colores,objetos_personales,demonstrative_kono|no_possession,は|の,黒い|ペン|私,黒|私,,黒い,,cortés,indicar_posesion,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N5-ORGANIC-202608-0324,ja,es,ja_es,病院までタクシーで行きましょう。,Vayamos al hospital en taxi.,[],N5,42,salud|transporte,desplazamiento,mashou|movement_particles,まで|で,病院|タクシー|行く,病院|行,行く,,,cortés,proponer_accion,futuro,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N5-ORGANIC-202608-0324,es,ja,es_ja,Vayamos al hospital en taxi.,病院までタクシーで行きましょう。,[],N5,42,salud|transporte,desplazamiento,mashou|movement_particles,まで|で,病院|タクシー|行く,病院|行,行く,,,cortés,proponer_accion,futuro,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N5-ORGANIC-202608-0325,ja,es,ja_es,この町には小さい映画館があります。,En esta ciudad hay un cine pequeño.,[],N5,45,ocio|sociedad|lugares,ciudad,existence_aru|niwa,に|は|が,町|小さい|映画館|ある,町|小|映画館,,小さい,,cortés,describir_lugar,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N5-ORGANIC-202608-0325,es,ja,es_ja,En esta ciudad hay un cine pequeño.,この町には小さい映画館があります。,[],N5,45,ocio|sociedad|lugares,ciudad,existence_aru|niwa,に|は|が,町|小さい|映画館|ある,町|小|映画館,,小さい,,cortés,describir_lugar,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N5-ORGANIC-202608-0326,ja,es,ja_es,昼ご飯の後で薬を飲みます。,Tomo la medicina después de comer.,[],N5,40,salud|comida,tratamiento,ato_de|polite_present,の|で|を,昼ご飯|後|薬|飲む,昼|飯|後|薬|飲,飲む,,,cortés,describir_rutina,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,true,true,5.0
ESJA-N5-ORGANIC-202608-0326,es,ja,es_ja,Tomo la medicina después de comer.,昼ご飯の後で薬を飲みます。,[],N5,40,salud|comida,tratamiento,ato_de|polite_present,の|で|を,昼ご飯|後|薬|飲む,昼|飯|後|薬|飲,飲む,,,cortés,describir_rutina,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,true,true,5.0
JAES-N5-ORGANIC-202608-0327,ja,es,ja_es,弟はまだ自転車に乗れません。,Mi hermano pequeño todavía no sabe montar en bicicleta.,[],N5,49,familia|transporte|habilidades,aprendizaje,potential_negative|mada,は|に,弟|まだ|自転車|乗れる,弟|自転車|乗,乗れる,,,cortés,expresar_capacidad,presente,negativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N5-ORGANIC-202608-0327,es,ja,es_ja,Mi hermano pequeño todavía no sabe montar en bicicleta.,弟はまだ自転車に乗れません。,[],N5,49,familia|transporte|habilidades,aprendizaje,potential_negative|mada,は|に,弟|まだ|自転車|乗れる,弟|自転車|乗,乗れる,,,cortés,expresar_capacidad,presente,negativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N5-ORGANIC-202608-0328,ja,es,ja_es,この白い皿を使ってください。,"Usa este plato blanco, por favor.",[],N5,33,comida|hogar|colores,cocina,te_kudasai|demonstrative_kono,を,白い|皿|使う|ください,白|皿|使,使う,白い,,cortés,dar_instrucciones,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N5-ORGANIC-202608-0328,es,ja,es_ja,"Usa este plato blanco, por favor.",この白い皿を使ってください。,[],N5,33,comida|hogar|colores,cocina,te_kudasai|demonstrative_kono,を,白い|皿|使う|ください,白|皿|使,使う,白い,,cortés,dar_instrucciones,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N5-ORGANIC-202608-0329,ja,es,ja_es,外は暑いですが、部屋は涼しいです。,"Fuera hace calor, pero la habitación está fresca.",[],N5,47,clima|hogar|contraste,habitacion,ga_contrast|i_adjective,は|が,外|暑い|部屋|涼しい,外|暑|部屋|涼,,暑い|涼しい,,cortés,contrastar_estado,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N5-ORGANIC-202608-0329,es,ja,es_ja,"Fuera hace calor, pero la habitación está fresca.",外は暑いですが、部屋は涼しいです。,[],N5,47,clima|hogar|contraste,habitacion,ga_contrast|i_adjective,は|が,外|暑い|部屋|涼しい,外|暑|部屋|涼,,暑い|涼しい,,cortés,contrastar_estado,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N5-ORGANIC-202608-0330,ja,es,ja_es,日本語の質問が三つあります。,Tengo tres preguntas de japonés.,[],N5,39,estudio|preguntas,clase,existence_aru|counter_tsu,の|が,日本語|質問|三つ|ある,日本語|質問|三,,,つ,cortés,expresar_existencia,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N5-ORGANIC-202608-0330,es,ja,es_ja,Tengo tres preguntas de japonés.,日本語の質問が三つあります。,[],N5,39,estudio|preguntas,clase,existence_aru|counter_tsu,の|が,日本語|質問|三つ|ある,日本語|質問|三,,,つ,cortés,expresar_existencia,presente,afirmativa,declarativa,Lote orgánico 2026-08: N5 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N4-ORGANIC-202608-0451,ja,es,ja_es,もうすぐ会議が始まるので、会議室に入ってください。,"La reunión empezará pronto, así que entra en la sala de reuniones.",[],N4,58,trabajo|tiempo,oficina,node_reason|mousugu|te_kudasai,が|ので|に,もうすぐ|会議|始まる|会議室|入る,会議|始|会議室|入,始まる|入る,,,cortés,dar_instrucciones,futuro,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,true,true,5.0
ESJA-N4-ORGANIC-202608-0451,es,ja,es_ja,"La reunión empezará pronto, así que entra en la sala de reuniones.",もうすぐ会議が始まるので、会議室に入ってください。,[],N4,58,trabajo|tiempo,oficina,node_reason|mousugu|te_kudasai,が|ので|に,もうすぐ|会議|始まる|会議室|入る,会議|始|会議室|入,始まる|入る,,,cortés,dar_instrucciones,futuro,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,true,true,5.0
JAES-N4-ORGANIC-202608-0452,ja,es,ja_es,住所を間違えてしまったので、もう一度送ります。,"Como me equivoqué con la dirección, la enviaré otra vez.",[],N4,62,servicios|comunicacion,tramite,te_shimau|node_reason,を|ので,住所|間違える|もう一度|送る,住所|間違|一度|送,間違える|送る,,,cortés,explicar_error,pasado,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N4-ORGANIC-202608-0452,es,ja,es_ja,"Como me equivoqué con la dirección, la enviaré otra vez.",住所を間違えてしまったので、もう一度送ります。,[],N4,62,servicios|comunicacion,tramite,te_shimau|node_reason,を|ので,住所|間違える|もう一度|送る,住所|間違|一度|送,間違える|送る,,,cortés,explicar_error,pasado,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N4-ORGANIC-202608-0453,ja,es,ja_es,課長によると、来週から予定が変わるそうです。,"Según el jefe de sección, parece que el plan cambiará desde la próxima semana.",[],N4,66,trabajo|planes,oficina,ni_yoru_to|sou_da_hearsay,に|から|が,課長|来週|予定|変わる|そう,課長|来週|予定|変,変わる,,,cortés,transmitir_informacion,futuro,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
ESJA-N4-ORGANIC-202608-0453,es,ja,es_ja,"Según el jefe de sección, parece que el plan cambiará desde la próxima semana.",課長によると、来週から予定が変わるそうです。,[],N4,66,trabajo|planes,oficina,ni_yoru_to|sou_da_hearsay,に|から|が,課長|来週|予定|変わる|そう,課長|来週|予定|変,変わる,,,cortés,transmitir_informacion,futuro,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
JAES-N4-ORGANIC-202608-0454,ja,es,ja_es,海岸を歩きながら、将来のことを考えました。,Pensé en el futuro mientras caminaba por la costa.,[],N4,55,naturaleza|planes,paseo,nagara|noun_modification,を|ながら|の,海岸|歩く|将来|考える,海岸|歩|将来|考,歩く|考える,,,cortés,narrar_reflexion,pasado,afirmativa,declarativa,Lote orgánico 2026-08: N4 con vocabulario contextual y progresión temática.,,false,true,5.0
