exercise_id,source_language,target_language,direction,source_text,reference_translation,accepted_alternatives_json,jlpt_level,difficulty,topic_tags,situation_tags,grammar_tags,particle_tags,vocabulary_tags,kanji_tags,verb_tags,adjective_tags,counter_tags,register,communicative_function,tense_aspect,polarity,sentence_type,pedagogical_notes,ambiguity_notes,core_exercise,active,dataset_version
JAES-N5-MORE-0021,ja,es,ja_es,学校に本があります。,Hay un libro en la escuela.,[],N5,2,lugares,ciudad,existence_aru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0021,es,ja,es_ja,Hay un libro en la escuela.,学校に本があります。,[],N5,2,lugares,ciudad,existence_aru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0022,ja,es,ja_es,図書館に新聞があります。,Hay un periódico en la biblioteca.,[],N5,3,lugares,ciudad,existence_aru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0022,es,ja,es_ja,Hay un periódico en la biblioteca.,図書館に新聞があります。,[],N5,3,lugares,ciudad,existence_aru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0023,ja,es,ja_es,駅に手紙があります。,Hay un carta en la estación.,[],N5,4,lugares,ciudad,existence_aru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0023,es,ja,es_ja,Hay un carta en la estación.,駅に手紙があります。,[],N5,4,lugares,ciudad,existence_aru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0024,ja,es,ja_es,公園に写真があります。,Hay un foto en el parque.,[],N5,1,lugares,ciudad,existence_aru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0024,es,ja,es_ja,Hay un foto en el parque.,公園に写真があります。,[],N5,1,lugares,ciudad,existence_aru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0025,ja,es,ja_es,会社に切符があります。,Hay un billete en la oficina.,[],N5,2,lugares,ciudad,existence_aru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0025,es,ja,es_ja,Hay un billete en la oficina.,会社に切符があります。,[],N5,2,lugares,ciudad,existence_aru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0026,ja,es,ja_es,銀行に地図があります。,Hay un mapa en el banco.,[],N5,3,lugares,ciudad,existence_aru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0026,es,ja,es_ja,Hay un mapa en el banco.,銀行に地図があります。,[],N5,3,lugares,ciudad,existence_aru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0027,ja,es,ja_es,郵便局に傘があります。,Hay un paraguas en correos.,[],N5,4,lugares,ciudad,existence_aru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0027,es,ja,es_ja,Hay un paraguas en correos.,郵便局に傘があります。,[],N5,4,lugares,ciudad,existence_aru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0028,ja,es,ja_es,病院に辞書があります。,Hay un diccionario en el hospital.,[],N5,1,lugares,ciudad,existence_aru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0028,es,ja,es_ja,Hay un diccionario en el hospital.,病院に辞書があります。,[],N5,1,lugares,ciudad,existence_aru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0029,ja,es,ja_es,スーパーにかばんがあります。,Hay un bolso en el supermercado.,[],N5,2,lugares,ciudad,existence_aru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0029,es,ja,es_ja,Hay un bolso en el supermercado.,スーパーにかばんがあります。,[],N5,2,lugares,ciudad,existence_aru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0030,ja,es,ja_es,レストランにノートがあります。,Hay un cuaderno en el restaurante.,[],N5,3,lugares,ciudad,existence_aru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,true,true,3.0
ESJA-N5-MORE-0030,es,ja,es_ja,Hay un cuaderno en el restaurante.,レストランにノートがあります。,[],N5,3,lugares,ciudad,existence_aru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,true,true,3.0
JAES-N5-MORE-0031,ja,es,ja_es,学校に猫がいます。,Hay un gato en la escuela.,[],N5,4,animales|lugares,entorno,existence_iru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0031,es,ja,es_ja,Hay un gato en la escuela.,学校に猫がいます。,[],N5,4,animales|lugares,entorno,existence_iru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0032,ja,es,ja_es,図書館に犬がいます。,Hay un perro en la biblioteca.,[],N5,1,animales|lugares,entorno,existence_iru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0032,es,ja,es_ja,Hay un perro en la biblioteca.,図書館に犬がいます。,[],N5,1,animales|lugares,entorno,existence_iru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0033,ja,es,ja_es,駅に鳥がいます。,Hay un pájaro en la estación.,[],N5,2,animales|lugares,entorno,existence_iru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0033,es,ja,es_ja,Hay un pájaro en la estación.,駅に鳥がいます。,[],N5,2,animales|lugares,entorno,existence_iru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0034,ja,es,ja_es,公園に魚がいます。,Hay un pez en el parque.,[],N5,3,animales|lugares,entorno,existence_iru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0034,es,ja,es_ja,Hay un pez en el parque.,公園に魚がいます。,[],N5,3,animales|lugares,entorno,existence_iru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0035,ja,es,ja_es,会社にうさぎがいます。,Hay un conejo en la oficina.,[],N5,4,animales|lugares,entorno,existence_iru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0035,es,ja,es_ja,Hay un conejo en la oficina.,会社にうさぎがいます。,[],N5,4,animales|lugares,entorno,existence_iru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0036,ja,es,ja_es,銀行に馬がいます。,Hay un caballo en el banco.,[],N5,1,animales|lugares,entorno,existence_iru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0036,es,ja,es_ja,Hay un caballo en el banco.,銀行に馬がいます。,[],N5,1,animales|lugares,entorno,existence_iru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0037,ja,es,ja_es,郵便局に牛がいます。,Hay una vaca en correos.,[],N5,2,animales|lugares,entorno,existence_iru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0037,es,ja,es_ja,Hay una vaca en correos.,郵便局に牛がいます。,[],N5,2,animales|lugares,entorno,existence_iru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0038,ja,es,ja_es,病院に鶏がいます。,Hay una gallina en el hospital.,[],N5,3,animales|lugares,entorno,existence_iru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0038,es,ja,es_ja,Hay una gallina en el hospital.,病院に鶏がいます。,[],N5,3,animales|lugares,entorno,existence_iru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0039,ja,es,ja_es,スーパーに亀がいます。,Hay una tortuga en el supermercado.,[],N5,4,animales|lugares,entorno,existence_iru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0039,es,ja,es_ja,Hay una tortuga en el supermercado.,スーパーに亀がいます。,[],N5,4,animales|lugares,entorno,existence_iru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0040,ja,es,ja_es,レストランにねずみがいます。,Hay un ratón en el restaurante.,[],N5,1,animales|lugares,entorno,existence_iru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,true,true,3.0
ESJA-N5-MORE-0040,es,ja,es_ja,Hay un ratón en el restaurante.,レストランにねずみがいます。,[],N5,1,animales|lugares,entorno,existence_iru,に|が,,,,,,cortés,describir_lugar,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,true,true,3.0
JAES-N5-MORE-0041,ja,es,ja_es,父はすしが好きです。,mi padre le gusta el sushi.,[],N5,2,comida|preferencias,restaurante,suki,が,,,,,,cortés,expresar_gusto,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0041,es,ja,es_ja,mi padre le gusta el sushi.,父はすしが好きです。,[],N5,2,comida|preferencias,restaurante,suki,が,,,,,,cortés,expresar_gusto,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0042,ja,es,ja_es,母は魚が好きです。,mi madre le gusta el pescado.,[],N5,3,comida|preferencias,restaurante,suki,が,,,,,,cortés,expresar_gusto,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0042,es,ja,es_ja,mi madre le gusta el pescado.,母は魚が好きです。,[],N5,3,comida|preferencias,restaurante,suki,が,,,,,,cortés,expresar_gusto,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0043,ja,es,ja_es,兄は肉が好きです。,mi hermano mayor le gusta la carne.,[],N5,4,comida|preferencias,restaurante,suki,が,,,,,,cortés,expresar_gusto,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0043,es,ja,es_ja,mi hermano mayor le gusta la carne.,兄は肉が好きです。,[],N5,4,comida|preferencias,restaurante,suki,が,,,,,,cortés,expresar_gusto,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0044,ja,es,ja_es,姉は野菜が好きです。,mi hermana mayor le gusta las verduras.,[],N5,1,comida|preferencias,restaurante,suki,が,,,,,,cortés,expresar_gusto,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0044,es,ja,es_ja,mi hermana mayor le gusta las verduras.,姉は野菜が好きです。,[],N5,1,comida|preferencias,restaurante,suki,が,,,,,,cortés,expresar_gusto,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0045,ja,es,ja_es,弟は果物が好きです。,mi hermano menor le gusta la fruta.,[],N5,2,comida|preferencias,restaurante,suki,が,,,,,,cortés,expresar_gusto,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0045,es,ja,es_ja,mi hermano menor le gusta la fruta.,弟は果物が好きです。,[],N5,2,comida|preferencias,restaurante,suki,が,,,,,,cortés,expresar_gusto,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0046,ja,es,ja_es,妹はパンが好きです。,mi hermana menor le gusta el pan.,[],N5,3,comida|preferencias,restaurante,suki,が,,,,,,cortés,expresar_gusto,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0046,es,ja,es_ja,mi hermana menor le gusta el pan.,妹はパンが好きです。,[],N5,3,comida|preferencias,restaurante,suki,が,,,,,,cortés,expresar_gusto,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0047,ja,es,ja_es,祖父はラーメンが好きです。,mi abuelo le gusta el ramen.,[],N5,4,comida|preferencias,restaurante,suki,が,,,,,,cortés,expresar_gusto,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0047,es,ja,es_ja,mi abuelo le gusta el ramen.,祖父はラーメンが好きです。,[],N5,4,comida|preferencias,restaurante,suki,が,,,,,,cortés,expresar_gusto,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0048,ja,es,ja_es,祖母はカレーが好きです。,mi abuela le gusta el curry.,[],N5,1,comida|preferencias,restaurante,suki,が,,,,,,cortés,expresar_gusto,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0048,es,ja,es_ja,mi abuela le gusta el curry.,祖母はカレーが好きです。,[],N5,1,comida|preferencias,restaurante,suki,が,,,,,,cortés,expresar_gusto,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0049,ja,es,ja_es,友達は卵が好きです。,mi amigo le gusta los huevos.,[],N5,2,comida|preferencias,restaurante,suki,が,,,,,,cortés,expresar_gusto,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
ESJA-N5-MORE-0049,es,ja,es_ja,mi amigo le gusta los huevos.,友達は卵が好きです。,[],N5,2,comida|preferencias,restaurante,suki,が,,,,,,cortés,expresar_gusto,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,false,true,3.0
JAES-N5-MORE-0050,ja,es,ja_es,先生はアイスクリームが好きです。,mi profesor le gusta el helado.,[],N5,3,comida|preferencias,restaurante,suki,が,,,,,,cortés,expresar_gusto,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,true,true,3.0
ESJA-N5-MORE-0050,es,ja,es_ja,mi profesor le gusta el helado.,先生はアイスクリームが好きです。,[],N5,3,comida|preferencias,restaurante,suki,が,,,,,,cortés,expresar_gusto,presente,afirmativa,declarativa,Práctica JLPT N5 contextualizada.,,true,true,3.0
